species,inat_taxon_id,raw_results,locally_eligible_before_exclusion,local_rejected,wrong_taxon,prior_excluded,fresh_duplicate,after_observer_cap,retained,full_fixed_n,request_error,prospective_rank,selection_hash
Eryngium amethystinum,162697,200,200,0,0,1,0,187,100,True,,362,1879529a9a657c5fd3bf7c5fa8bb0611f0521c373d04ed6035c0076eb0597ad0
Veronica stricta,738800,200,200,0,0,2,0,180,100,True,,363,187be57f8376bb40ffcdc7f7ccc7847eb42b4ec04dddf3194e8ef7a9848cc2d7
Echinochloa crus-galli,60283,148,148,0,0,1,0,122,100,True,,364,1883fc8138f297d8c67a9fcfafc896e4fdca753c333b7b7b0470552492b309eb
Tillandsia geminiflora,141278,123,123,0,0,3,0,106,100,True,,365,1884c7ea5bd6d8e635b10d14d53686fc3690b44898dbd4faa7c8c6551650298a
Camonea umbellata,945625,200,200,0,0,10,0,164,100,True,,366,18aa2b78b1566f961e0a2b0187e6c9af610a186ce0aae63d15552e3bf5744e19
Voyria tenella,291753,168,168,0,0,2,0,149,100,True,,367,18abb97b9d1337ac825b876971fe8af139e5e919619d7c4f35ec9f473f1a57d7
Kummerowia striata,143558,133,133,0,0,1,0,117,100,True,,368,18ba254a407e15f39f1ab60fb71d09ac5450058d7fe16a2aa410402c2d7d8537
Polypogon monspeliensis,57197,156,156,0,0,3,0,117,100,True,,369,18c0c22427bd6483419691857a2b9990124c88068dd4ed40c253913594413765
Potentilla reptans,167373,200,200,0,0,0,0,184,100,True,,370,18d64cb76703187b944a3767a321060a4290145e9323f504978118bb4c5a2b81
Euphorbia heterophylla,162829,186,186,0,0,6,0,141,100,True,,371,18e56acb44674c3f228e21a9d757fe35385da55a9e84c15bec1298ab63cadd6e
Petrorhagia dubia,60602,198,198,0,0,2,0,175,100,True,,372,1901bf947c2b8aa4792f40603c1061c03b71f9ca658459aee7c0b4d12cfd0e39
Trillium cuneatum,123634,200,200,0,0,1,0,193,100,True,,373,19037ae7e579f9fa4fb5074f119cbc16cdbeeed5f22114c45ea21f209e6abac7
Acacia terminalis,157881,200,200,0,0,0,0,173,100,True,,374,191510f5f02eb51539d8e50f889a3d15924a720dc513a5deedf36bf049223560
Geranium palustre,57644,200,200,0,0,0,0,179,100,True,,375,192d6bc7fb595b685e2533f5c012f0280c067f8977f9934c617b48e06e1f9b79
Ilex opaca,60749,200,200,0,0,1,0,189,100,True,,376,193098033bc7d4ceeb568a1647d71ff843b0f3aa20949a2ef4b36c789612316a
Vaccinium stamineum,67792,200,200,0,0,1,0,180,100,True,,377,197d75d87278d1590a246bbd76da1f6c688a8ef5a31e3a3b525fd01286815c58
Geranium pyrenaicum,77259,200,200,0,0,33,0,162,100,True,,378,198eb3f8d31a042ae073b78ca8220d9c9fbd25377610fea90640dd80c8d5ef00
Moehringia muscosa,362351,200,200,0,0,0,0,189,100,True,,379,19a85beee44075602d6742b7654a2a68c7b84dfc21085debab432381cd9b8751
Saxifraga cespitosa,78985,200,200,0,0,7,0,129,100,True,,380,19b14a7a5a9f06be0ec7a1a3f7ea3305ef9d89eca517210d5ecca758d90c34fb
Dicliptera squarrosa,792005,200,200,0,0,3,0,145,100,True,,381,19d6a69b478d35fdbecb643080a87158c56abbc4cb70e453e4981a3201b65653
Oenothera gaura,204370,196,196,0,0,1,0,176,100,True,,382,19d75ca5540918abc6093fc677bb6ba8a8661151d95f707f38f2484b5ac686c0
Dactylorhiza incarnata,48982,200,200,0,0,2,0,163,100,True,,383,19e47c2e71a3501bcf5884a628ea037b845452f3f710d1fe11187e107bf21633
Pelargonium australe,323850,200,200,0,0,3,0,179,100,True,,384,1a1144cae87353961f0078d4ef81a7fbf513c8a057b5e500489700be8a0bb729
Sarracenia purpurea,52651,200,200,0,0,5,0,163,100,True,,385,1a3f7a13f04156b7ff17a4d99b14e6919b30474ae2f2ce3b25347b83e1b30e1e
Campanula alaskana,967218,200,200,0,0,1,0,140,100,True,,386,1a4287c23a86c0da0741b7eb4a4b4faa86e556d555d0d549f7e13b8f695331ba
Babiana nervosa,1071571,158,158,0,0,1,0,111,100,True,,387,1a549c39da5b65ae319f31ca6565e5d23ee69c6a0692ad6c657385f5b25c0320
Phyllodoce breweri,52131,128,128,0,0,1,0,112,100,True,,388,1a564ea7bc37a9607fe5dc5ebcb7bde11976849cbce2f8a426066c9a885723c1
Erica australis,333982,163,163,0,0,1,0,117,100,True,,389,1a62ac929f9cfd4d551ed565e4ab904fececd00baf83bad337df8d3f6867d4bf
Cephalanthus occidentalis,52763,200,200,0,0,20,0,177,100,True,,390,1a7cb7d5f39d2c0453d70bbf005f464a6400ea6713a3f6dd2eae6481088d50f3
Lepidospartum squamatum,58010,200,200,0,0,1,0,179,100,True,,391,1a82b7ee691aa7fb4eee06ea4159ceda9640106d5107a5c055fc5931aea32aa8
Kunzea ambigua,321043,200,200,0,0,1,0,160,100,True,,392,1a8f8a4b3a5a4f1a320255da24a4311eb26e9f9c5aff053ea9fbb0532fe7336a
Antirrhinum siculum,357992,200,200,0,0,3,0,137,100,True,,393,1a992beaa19455cf27ed5ba010fdb0ff744ba21ea79dbc269f869afa103b5110
Tetragonia tetragonoides,418653,200,200,0,0,3,0,170,100,True,,394,1a9f5b20e2414be935d505af9c9f93a38a15d2f0e188ffe09c2bc26b22e7faeb
Boophone disticha,367465,200,200,0,0,1,0,155,100,True,,395,1abcbe6a9bca8f3aa7c6085f9a55dde2899c378f283da9e76af8a9d5bf91607f
Caesia parviflora,323895,181,181,0,0,1,0,123,100,True,,396,1ac3f62d03ea7dc0d72b9c8a05d795530563d452483fdd9c546fc0ee450af7d7
Banksia sessilis,144086,191,191,0,0,1,0,163,100,True,,397,1ad62da9db6467fa99086c7429f8c2c4b043d4c42b00cf09aa4c658e9bad66b2
Calotropis gigantea,67574,200,200,0,0,35,0,157,100,True,,398,1ad7e42e5ffae9b75750f15a70c024b92f96ae7a2f371eec615e15c34e86e2a1
Lagerstroemia indica,135394,137,137,0,0,1,0,118,100,True,,399,1af7cf57e3364fb330a8a4c3d7058e99d2e70a7da5ab8ba5543f7465bb164d29
Salvia aethiopis,78964,175,175,0,0,2,0,142,100,True,,400,1b17b16673f5de7d7734d5c715d283b0d54cb87ba21affc7c1d649f9d553fa62
Argyrolobium zanonii,82679,156,156,0,0,1,0,127,100,True,,401,1b1c5c86c0221f62059e7ce18e2bd2daa6d2d56370f17d38a6f57ca995441688
Lithospermum matamorense,224011,200,200,0,0,1,0,168,100,True,,402,1b2353af908db245fe706c644977c69b9d4808b198da07ff1ce91262735b89e7
Correa alba,196520,200,200,0,0,2,0,177,100,True,,403,1b28cf898d6c98d9d0feef9208ab4ff71a491547ca9f3034676326b792fc6d30
Briza minor,57162,151,151,0,0,2,0,105,100,True,,404,1b29784353d080861630d7c30a5b4cf1f007b582550bed7e899996873fa2e500
Milla biflora,146589,195,195,0,0,2,0,130,100,True,,405,1b4a0bd0e580d0aa0e7d946d13140110b2b8a064a320e3ba5dfc107942a53cd8
Blephilia hirsuta,120895,200,200,0,0,1,0,167,100,True,,406,1b537002bed939642453dafe098e884d0dd4d8a35b0e1e372cd89a8e1f19b126
Crataegus viridis,127068,137,137,0,0,1,0,121,100,True,,407,1b7dc80242df5c2dbb828d47d30b7a8c8221cd7c142293087d038378330cc079
Collinsia heterophylla,47325,200,200,0,0,0,0,173,100,True,,408,1b8265f1ff18a7b70ec6707f06700c970730323225bf0d742131d77b9acc08ce
Goodenia mystrophylla,1357436,169,169,0,0,1,0,103,100,True,,409,1b85e41d0fdfd678645068880cb74d9c4cf4d4782dc12ea6a5869ed49124d74e
Sisyrinchium micranthum,284004,200,200,0,0,42,0,155,100,True,,410,1b88a5c569ade49a4bc533062814f2617751866ed51a5aba12cc01f8d62a3f66
Leucanthemopsis alpina,208915,200,200,0,0,2,0,167,100,True,,411,1b8ad98e4fe5647eb2cfda19b31c2911dd741943cfbbef0dbbabd65257fc5461
Retanilla trinervia,780470,154,154,0,0,4,0,128,100,True,,412,1b955c920bda79de38d01adf285768adaa45fcbdf6395b78aa54949c251248d0
Hylotelephium maximum,775404,200,200,0,0,1,0,176,100,True,,413,1bbc43a29cf6584a773379707ffe725c181bae347748d82d422fb13d3a84f0c4
Betonica officinalis,906118,200,200,0,0,2,0,193,100,True,,414,1bd0773553957531e496bdb5902012491f7d837850a843ca956e8e00084de8da
Oenothera suffrutescens,78250,200,200,0,0,1,0,165,100,True,,415,1bef673c18b58691bcf715e1ae7a11aef7f1e986a808125366118ece628b31f6
Diplacus calycinus,161939,200,200,0,0,0,0,173,100,True,,416,1bf743ff6de24b6f097a6fdddc6c4e202274c9855b7c98f4dcc65c15a107c581
Pelargonium elongatum,591581,192,192,0,0,3,0,120,100,True,,417,1c000ba4ac0978e51b71904394e115f308c4ffd3b9e8c9fd208c53be47f34c85
Dianthus armeria,64541,200,200,0,0,2,0,186,100,True,,418,1c0aa9e5a6b17fd4076dd55a43f827145db68abbea027c373accbfe1ff152a6f
Veronica montana,320310,200,200,0,0,0,0,188,100,True,,419,1c0b0cfc0b5e2b4656095d7b69c33ae562dc3ec0834e14730eb43120134994fa
Fallopia convolvulus,77129,143,143,0,0,1,0,127,100,True,,420,1c0cc6dd48f6d5fd756f7878b92222c4555a074fde6bf42a4e3713df7d569cb3
Berberis trifoliolata,273862,200,200,0,0,1,0,182,100,True,,421,1c2d15882bd47b37b8945363def9decee0a441c8605bb0e824c9c32605110eb1
Melochia tomentosa,165296,200,200,0,0,4,0,163,100,True,,422,1c313cb79efd25093b0593dde622e369f10ac0e325eb55b67cf8f82f1b0052ba
Scorzoneroides autumnalis,204167,200,200,0,0,1,0,146,100,True,,423,1c460f98dd7cb74d3926878b50e61943172c9b85987002bb02c4cd28093df1ff
Cynanchica pyrenaica,1471481,200,200,0,0,1,0,136,100,True,,424,1c4defe8ea3a336bf6ee60fe98d5c9f801b29fb375c7927b192b963dd9f2b245
Asclepias lanceolata,158744,200,200,0,0,2,0,159,100,True,,425,1c517a7811a8383ba3c5c832589927f8e1a5dd9ec72fbe9634cac2c07497e005
Hibbertia exutiacies,552558,200,200,0,0,2,0,154,100,True,,426,1c7ca8eb3be07153ae37b207a9c3ea005828473c16b960bc4c15a896b9714c12
Uropappus lindleyi,50806,200,200,0,0,2,0,176,100,True,,427,1c96421e007bed4c0ef1ce3573251f686a99e8a0d4787a31faf43252c6feef78
Geranium brevicaule,402067,186,186,0,0,1,0,120,100,True,,428,1c9cc5c4364502e1562f32a6a18df317bf1bd309236482c5c5a70e547c6dd64a
Galium album,163166,153,153,0,0,1,0,136,100,True,,429,1c9e934cff15f7f5612dc738eb7ffc76c3f1b59e61dc1075434e9de32211d4cf
Verbesina encelioides,79495,200,200,0,0,1,0,184,100,True,,430,1ca3a83bc1f65c72072362028f7620d5ad56a18e367fc6f4976271a45f23a84e
Lysimachia clethroides,132224,200,200,0,0,1,0,183,100,True,,431,1cb90484486c948ad4a430207f4593bbb8730541a16493e9ecf85b34cecfe738
Corallorhiza maculata,49475,200,200,0,0,0,0,194,100,True,,432,1cc2a09bf5be1269393d5f072602ab1300a406d72e4d78a6068ee14546a4e03f
Terminalia catappa,62821,169,169,0,0,15,0,147,100,True,,433,1cef0d25163a2a94ab4f41c4993b64c80dcb0f1db0479ed8849303140148162c
Saururus cernuus,60742,200,200,0,0,1,0,196,100,True,,434,1d05de977a415a57784151809621f78735ad9e59ebd430cbee04a868ce897c6e
Cynodon dactylon,58371,200,200,0,0,3,0,149,100,True,,435,1d3ae43c4006dd8f4904163ad7b18ad6a75f34f9dc32682a23a5be8935120b53
Platanthera huronensis,131222,157,157,0,0,1,0,110,100,True,,436,1d3b2bc95a8cd65e01830489f2d882000aa1e775aae4296adb955571c480a74d
Trichostema dichotomum,127634,200,200,0,0,1,0,193,100,True,,437,1d3e393cccf69e95a472598661b315576f27f1da1fddeacf2e02e0ee81a2c516
Teesdalia nudicaulis,79325,200,200,0,0,1,0,167,100,True,,438,1d4ccd2a285bd39f964441d8271be81ac47a95da3d4019eb4efeb6c3a6ba92df
Lachenalia orchioides,119372,200,200,0,0,3,0,143,100,True,,439,1d4dbd76cdbb1a28c17a97fd96a6189fe37c34f71c1bb7dace59d6ac52853aa0
Hardenbergia comptoniana,145516,200,200,0,0,1,0,182,100,True,,440,1d5265a1935a293f1a1445dc86c533f5c6b4373415062defb1dec66defe3b0fa
Rosa carolina,129196,200,200,0,0,0,0,178,100,True,,441,1d880744ae5a5876ddd322c2722da9cad341b96c1cd3b88eeca6583cb2a08148
Dichelostemma ida-maia,76649,200,200,0,0,0,0,184,100,True,,442,1d89fded533559f187c141cfac947bc20b76d335404d48e1cfc6f8872e28b398
Zeltnera venusta,79553,200,200,0,0,1,0,137,100,True,,443,1d98b4792a35be9a8d950086dbfc54748412d55afe59b5d51f58e64e5713fc8b
Helenium amarum,77348,200,200,0,0,1,0,176,100,True,,444,1da0593c801414ce62ca88a5e2cba1cd27013507449e0e6d3c8c27a5458566af
Viola pedatifida,170255,172,172,0,0,1,0,151,100,True,,445,1dcca036e837e5a079b67923a24d58beffaf880e43f93bfa5beb42c871c7ed2a
Lonicera involucrata,60881,200,200,0,0,37,0,141,100,True,,446,1dce0ec914effb3687c007d3c7e89791b3543530a469bbcbd50928bb96a45366
Yucca jaegeriana,1595253,200,200,0,0,1,0,125,100,True,,447,1dcfe975122e6fc8e8690fc4af30d4e5ca3b2978c9af97b37647f246a0138337
Cynara cardunculus,57563,200,200,0,0,0,0,180,100,True,,448,1de38df8d3b1abc6da9be8d66d14ba0e2ed358ec255669d8aed5332870ce0f42
Ruellia humilis,119651,200,200,0,0,1,0,189,100,True,,449,1df3f6d4a762109c9f798fcf4a614f95bfb3c836268ea2faf25fb95314ae25c1
Euphorbia hypericifolia,275384,200,200,0,0,3,0,174,100,True,,450,1dfb6f2c13f5f75816ce6836f595498be2be35e2838eb39d35baee2406547c10
Lachenalia rosea,588420,183,183,0,0,1,0,124,100,True,,451,1e063a207c59c9b07341a8b291f2cea6a115a8b04f25427240d3f2553ac248c3
Eurybia macrophylla,126655,200,200,0,0,0,0,196,100,True,,452,1e0ecd3cdda76f05f8388dd2df22c5b06c6654aa8463039ff791df885991b097
Pentanema britannica,1320685,200,200,0,0,3,0,133,100,True,,453,1e2b406998069522854c27bbfdce5fcf7922e27e47fd222bedaf72b75b56dfb3
Mimosa dysocarpa,165395,200,200,0,0,1,0,164,100,True,,454,1e3c08542a04a298c5b6c6df3935420897ce3b205da339d79da1ec386c4372cd
Ludwigia octovalvis,164861,200,200,0,0,2,0,176,100,True,,455,1e406f9206a33d7db86b97636224f5665ec20654fa15f1c8fb3626cc1df0f680
Caleana major,321088,200,200,0,0,1,0,150,100,True,,456,1e91f1a37c38e45b1451f62a697e7c0281d9adb10396aaeef4aeb825af6353f7
Echium tuberculatum,82659,200,200,0,0,2,0,157,100,True,,457,1eab87763371feea0ff8162179838ecd5ffd797acdba1061843ba8de26993cc9
Iris missouriensis,57730,200,200,0,0,0,0,188,100,True,,458,1eb361f638103e525010a2ebaf44a53e01c0636e59203c1a48fa12ab9e399072
Dianthus deltoides,76647,200,200,0,0,44,0,154,100,True,,459,1ec4b3566e917189413ba631eb4503a2082ed69a850f4f6cd9f23609652ed7e6
Plantago virginica,78622,138,138,0,0,1,0,113,100,True,,460,1ed187bc90820bdac1f2a83a10a1d728a2decda14aa2ed5d79dd076542dfc5e9
Garrya elliptica,53399,200,200,0,0,0,0,118,100,True,,461,1edd15bd012575f696ff4cff73821fb3adaa8ce233796ae1581c094171c1128a
Acmispon strigosus,75281,200,200,0,0,0,0,174,100,True,,462,1f167574cfc08f6d489655ec20c68be1592c576eceee03e135a5495c92b52197
Lyonia lucida,129433,200,200,0,0,1,0,157,100,True,,463,1f1a280bdea4c4a053fd22785b52325928ffa2263c9e1f50879b18c4c2bdc7e5
Heliconia latispatha,163640,197,197,0,0,7,0,174,100,True,,464,1f257cddb7bf4a5ae29a50d99a1bcc450d20d0290ab9719ed45d6f5bb019824d
Schotia afra,138594,200,200,0,0,1,0,111,100,True,,465,1f2d594742b89e671676e5500ea45f95c825524cda650a80bc10b757077c53f2
Salvia regla,168393,159,159,0,0,1,0,115,100,True,,466,1f2ee5ba6d03f0fb298e5265a364640c1ab78eefa1968456c04ae15356a2391e
Physocarpus opulifolius,129048,200,200,0,0,0,0,187,100,True,,467,1f3867a109f4a5f9a6a1fbbd6850b03374f1a4d872166bcaa9bf4d2014332841
Samolus valerandi,168407,163,163,0,0,1,0,129,100,True,,468,1f9705cfab3312f93f11991228dd1d61641ef764395b9c58a13a93859551861c
Genista scorpius,328040,200,200,0,0,1,0,163,100,True,,469,1fb08192bd741742871f2eaf3f45ed225216d20655f7c219c78a8c8434242af5
Rhododendron macrophyllum,57360,200,200,0,0,1,0,185,100,True,,470,1fb63891c1f1f84e94796a287fd265751761646ac19daf56fb28c15bcc8be58f
Ruellia occidentalis,168221,133,133,0,0,1,0,122,100,True,,471,1fc7455bb316874d2c132e67ef43f5306b979c26119c99183efa53fdbb4522bb
Clematis forsteri,366722,200,200,0,0,0,0,137,100,True,,472,1fd6221f5a81e4f3e93b551f6ed3cf2e03f4b2ec627d15da462a01dd42e5c936
Rubus armeniacus,61317,200,200,0,0,2,0,184,100,True,,473,1fd699bbdd87f590e5f8e5fb6e05399255424d527076740aca4ab18527f1b1ca
Caltha leptosepala,64445,200,200,0,0,1,0,177,100,True,,474,2005b27b6f46f98afe6c245a361fc98938fa498360f9934174437ff541337532
Trillium stamineum,170001,195,195,0,0,1,0,140,100,True,,475,2006ea1366ddf4c1bde6bc1a7511ef73861e3000503b2d0e7dd6c5555fa0e8b3
Colubrina texensis,160814,151,151,0,0,1,0,131,100,True,,476,202241c08db4db5c3857343485bf860d9df2c235c7d721b7bcfbd7cd06456edf
Valeriana sitchensis,79477,200,200,0,0,0,0,175,100,True,,477,2028e908daae8e4916746104cf8c247b97a56ca403e3094610a3ac215dd34885
Camissoniopsis pallida,75986,200,200,0,0,1,0,159,100,True,,478,202e8df0b72522e2f8ed37b35213e67af27d8505f832fcf7a5da4d8e187d229f
Lobelia dortmanna,62352,173,173,0,0,4,0,127,100,True,,479,2047f07f281383603b834c702af010655284ab837262049ef074f4a2db9ff323
Sternbergia lutea,371995,200,200,0,0,0,0,187,100,True,,480,20657f46d10665edfbfdd414f5f964ae3e790f78936556c24031261414771f85
Flaveria linearis,135243,145,145,0,0,2,0,124,100,True,,481,20806edf86cd3effbc7978e4c4845b998e8b892a304899adb383269df2f9ecd5
Hypericum cistifolium,132051,158,158,0,0,1,0,106,100,True,,482,2098a54cfff634e477de8054d9042293ffcd2b83070129292c6e3d79a9d95924
Rubus rosifolius,83524,200,200,0,0,11,0,169,100,True,,483,20b48695a26970bd553886f762477593a283a8b96e5981732e23dea88e4807fd
Urtica dioica,51884,200,200,0,0,0,0,169,100,True,,484,20bb886074429b1f50d7130b057030ac4c59de1e1b28f94dd9c3cee899026bd5
Heliotropium angiospermum,48895,200,200,0,0,2,0,157,100,True,,485,20cec580c96c879592fa926cdb40ac955386e55503beb2f86cf430f9f0e80525
Salvia mellifera,50643,200,200,0,0,1,0,166,100,True,,486,20d7854f2380802fbae02b074bc3ae517f086826b35298bc2e6d43d53d6b6f31
Enemion biternatum,81795,200,200,0,0,0,0,192,100,True,,487,20eac1c1b56673201340931ebe3ee27371723b7134cfe10779948b2036b75502
Distimake quinquefolius,957937,150,150,0,0,2,0,122,100,True,,488,20f21ee35ba4f1c457e599f0a419aa746a8b9c940be3821f658da449beb7bf9d
Juglans regia,63935,119,119,0,0,2,0,115,100,True,,489,20f586a48438797714c48db9ac3444cc32f59d9a483b58ce1be0a27a67b2d7c7
Anemone berlandieri,141532,200,200,0,0,33,0,157,100,True,,490,20f956a49006d580e20f77afa08366b557ae2bcf692c0666f0e1d264c0990b53
Solidago spathulata,60978,131,131,0,0,1,0,118,100,True,,491,2110ad47a26c026b41cfda47bb21f58c315198c1678e2b212c6e96c1857927d3
Erigeron sumatrensis,76943,200,200,0,0,3,0,174,100,True,,492,211571bfa4c6f7f2738c2845225dcbdf9740d724136d8e41a5bb66e3b107297f
Phytolacca rivinoides,276273,114,114,0,0,2,0,112,100,True,,493,2117fbfc001ccbfe9b202b30b864e292cdc2ab0df1fabf4051b3a0f8659ee49b
Penstemon cobaea,142655,189,189,0,0,2,0,157,100,True,,494,2122e3042d1153c62b590ebb7367c691f67af0c155ada4dba5b6b5efa5a04a93
Castilleja lindheimeri,1045432,137,137,0,0,1,0,101,100,True,,495,2125db5e9668c972c53cf5641651c1b6b1f5b4e11f66c699141ea3edea5e51be
Dudleya cespitosa,76727,150,150,0,0,1,0,113,100,True,,496,21292c9544fb6310e290da5a6f0837322f9f6f68ca78840f5580929c02ec1356
Erigeron acris,143666,200,200,0,0,1,0,158,100,True,,497,212eb0eff585ec76637dbd2a267ea2bd73e470eec4ea13773a33d969b6e5aabb
Plantago maritima,68543,200,200,0,0,3,0,173,100,True,,498,214ab0f870c3bffd67895d1a94f5d3c8a9497878f64d714cfae1881e56566cd1
Astragalus crassicarpus,139634,200,200,0,0,1,0,171,100,True,,499,21630e3fcf68f7eebc6d7728f212b22b638a34b5a2c4a1e5f52d44cfd3c0dc20
Glandularia canadensis,81793,172,172,0,0,1,0,149,100,True,,500,2190823033817a643406ac4f6d3bfff6c0a5ed6a6f48d8419cbba5b9d6ed50c5
