species,inat_taxon_id,first_v2_round,n_v2_rounds_seen,unique_v2_observations,occupied_v2_cells
Hedera maderensis,55881,14,1,1,1
Hedera helix,55882,18,1,1,1
Rosa canina,55884,5,9,13,5
Lonicera periclymenum,55885,1,14,18,3
Lunaria annua,55886,1,14,32,14
Geum urbanum,55891,1,15,33,12
Agrimonia eupatoria,55893,1,16,28,12
Agrimonia pilosa,55894,1,16,39,10
Agrimonia parviflora,55895,9,2,2,1
Hieracium umbellatum,55909,1,17,47,10
Rubus vestitus,55917,17,1,1,1
Papaver dubium,55918,1,19,116,12
Geranium robertianum,55925,1,20,1079,19
Bryonia cretica,55935,1,13,20,4
Crocus speciosus,55938,11,1,1,1
Galeopsis bifida,55967,1,14,26,9
Viburnum opulus,55969,1,18,54,12
Tanacetum vulgare,55971,1,20,249,21
Frangula alnus,55972,2,5,6,3
Eupatorium cannabinum,55976,1,18,92,8
Malva moschata,55977,1,17,36,7
Galeopsis tetrahit,55979,1,12,27,10
Lapsana communis,55981,1,18,41,13
Dipsacus fullonum,56002,1,20,63,12
Zantedeschia aethiopica,56006,1,20,106,20
Tamarix chinensis,56013,2,5,5,3
Tamarix ramosissima,56015,3,7,13,4
Tamarix aphylla,56017,20,1,1,1
Tamarix africana,56018,4,4,3,2
Agapanthus africanus,56019,5,3,3,1
Alchemilla mollis,56022,5,3,4,2
Arctotheca calendula,56024,1,19,46,8
Carpobrotus chilensis,56026,4,5,5,5
Narcissus tazetta,56027,1,11,21,6
Chasmanthe floribunda,56028,1,8,11,5
Calystegia occidentalis,56030,4,1,1,1
Kniphofia uvaria,56035,2,11,18,4
Alchemilla vulgaris,56054,2,3,2,1
Leucanthemum vulgare,56057,1,20,174,25
Alliaria petiolata,56061,1,18,67,13
Sorbus aucuparia,56063,3,11,25,8
Ranunculus acris,56064,1,20,59,16
Galium odoratum,56065,7,9,13,6
Hypericum perforatum,56077,1,20,152,23
Robinia pseudoacacia,56088,1,14,25,7
Morus alba,56090,2,4,4,4
Ajuga reptans,56099,1,17,50,15
Symphyotrichum foliaceum,56113,18,2,2,2
Solanum parishii,56116,5,1,1,1
Capsella bursa-pastoris,56121,1,20,164,33
Barbarea vulgaris,56126,2,15,33,9
Veronica hederifolia,56129,2,9,9,6
Hyacinthoides non-scripta,56132,1,19,84,3
Quercus robur,56133,6,2,2,2
Muscari botryoides,56134,3,9,12,5
Primula vulgaris,56136,2,8,15,4
Ornithogalum umbellatum,56137,2,8,22,4
Allium ursinum,56152,1,8,12,6
Juncus effusus,56153,1,5,6,5
Saponaria officinalis,56154,1,19,142,17
Ballota nigra,56158,1,17,33,7
Valeriana officinalis,56160,1,13,21,10
Malva sylvestris,56162,1,19,134,14
Verbena officinalis,56163,1,17,34,10
Verbascum nigrum,56164,1,14,26,6
Persicaria maculosa,56166,1,10,16,9
Galinsoga quadriradiata,56170,1,19,66,24
Leonurus cardiaca,56171,2,9,12,4
Echium vulgare,56174,1,20,253,20
Vicia hirsuta,56188,1,12,17,9
Aucuba japonica,56206,4,3,3,2
Tussilago farfara,56222,1,20,138,14
Caltha palustris,56224,1,20,427,29
Arnica montana,56229,6,3,3,2
Epipactis palustris,56233,2,4,4,4
Centaurium erythraea,56236,3,15,36,13
Solanum hindsianum,56239,11,1,1,1
Euphorbia helioscopia,56292,1,13,26,13
Carlina acaulis,56299,1,17,72,2
Campanula barbata,56300,2,10,20,1
Carlina acanthifolia,56303,1,11,20,2
Erica carnea,56306,5,1,1,1
Vaccinium vitis-idaea,56312,1,20,86,19
Gentiana newberryi,56349,5,2,2,2
Gentiana calycosa,56350,1,10,15,2
Frasera speciosa,56352,6,7,7,2
Swertia perennis,56354,2,9,20,4
Chamaebatia foliolosa,56573,19,1,1,1
Ceanothus thyrsiflorus,56617,4,2,2,1
Epilobium tetragonum,56622,9,1,1,1
Muilla maritima,56627,6,3,3,1
Phacelia distans,56631,6,3,5,2
Daucus pusillus,56726,8,4,6,3
Ricinus communis,56739,1,20,106,33
Keckiella breviflora,56743,6,1,1,1
Penstemon centranthifolius,56752,3,2,3,1
Phacelia parryi,56753,3,3,4,1
Phacelia grandiflora,56754,18,1,1,1
Lupinus succulentus,56759,8,2,2,1
Castilleja foliolosa,56760,19,2,2,1
Lasthenia gracilis,56761,3,3,3,1
Fritillaria recurva,56787,20,1,1,1
Fritillaria lusitanica,56790,19,1,1,1
Calochortus barbatus,56792,7,2,2,1
Fritillaria biflora,56793,7,4,6,1
Quercus durata,56796,10,1,1,1
Lomatium dasycarpum,56825,17,1,1,1
Perideridia kelloggii,56838,14,2,4,1
Sanicula bipinnatifida,56840,17,1,1,1
Sanicula tuberosa,56842,19,1,1,1
Scandix pecten-veneris,56843,1,6,9,6
Torilis arvensis,56846,3,14,32,11
Asclepias fascicularis,56851,1,14,26,3
Adenocaulon bicolor,56854,4,8,9,2
Symphyotrichum chilense,56861,1,4,4,1
Calycadenia multiglandulosa,56863,9,1,1,1
Centaurea calcitrapa,56865,5,9,13,6
Crepis vesicaria,56868,3,1,1,1
Eranthis longistipitata,56873,4,4,5,1
Aloysia gratissima,56891,2,15,23,6
Hydrocotyle vulgaris,56916,11,2,2,2
Cuscuta epithymum,56933,8,2,2,2
Scilla bifolia,56934,1,15,37,3
Potentilla intermedia,56936,6,4,5,3
Logfia gallica,56949,13,2,2,1
Gazania linearis,56951,8,1,1,1
Grindelia camporum,56953,1,3,3,2
Hemizonia congesta,56960,1,12,16,1
Lagophylla ramosissima,56965,12,2,2,1
Lessingia hololeuca,56968,7,1,1,1
Madia elegans,56974,5,7,10,2
Stephanomeria virgata,56985,12,1,2,1
Plagiobothrys nothofulvus,56990,17,1,1,1
Lobularia maritima,56992,1,15,28,11
Sisymbrium altissimum,56996,2,8,14,6
Sagina apetala,56998,1,1,1,1
Spergula arvensis,57005,2,10,15,7
Crassula connata,57016,17,1,1,1
Cuscuta californica,57019,7,3,3,1
Eleocharis acicularis,57020,1,4,4,3
Euphorbia peplus,57036,2,11,20,9
Acacia verticillata,57037,1,7,13,2
Croton capitatus,57038,18,1,1,1
Acacia retinodes,57040,5,1,1,1
Acacia pulchella,57046,2,10,10,2
Acmispon americanus,57049,2,9,12,2
Acmispon wrangelianus,57050,12,1,1,1
Lupinus formosus,57054,7,2,2,1
Medicago lupulina,57056,1,20,151,32
Medicago sativa,57057,1,20,113,32
Melilotus suaveolens,57064,8,2,2,2
Melilotus indicus,57065,1,17,42,21
Melilotus officinalis,57066,1,20,123,20
Lupinus microcarpus,57069,6,8,19,3
Pickeringia montana,57071,18,1,1,1
Trifolium campestre,57076,1,16,43,19
Trifolium hirtum,57078,5,9,17,5
Trifolium microdon,57079,8,1,1,1
Trifolium variegatum,57080,2,2,3,2
Trifolium willdenovii,57081,2,13,30,2
Erodium botrys,57090,3,10,14,6
Erodium moschatum,57092,1,15,26,10
Juncus bufonius,57107,4,2,2,2
Lepechinia calycina,57114,10,3,3,1
Mentha pulegium,57116,2,14,34,9
Salvia azurea,57121,1,3,4,2
Scutellaria tuberosa,57122,8,1,1,1
Stachys pycnantha,57123,12,1,1,1
Allium dichlamydeum,57124,7,1,1,1
Brodiaea coronaria,57126,13,2,2,1
Brodiaea terrestris,57128,8,1,1,1
Lilium pardalinum,57129,2,13,19,1
Lilium canadense,57131,15,1,1,1
Triteleia hyacinthina,57132,8,2,2,1
Hesperolinon micranthum,57136,9,2,2,2
Malacothamnus fasciculatus,57137,3,5,7,1
Sidalcea diploscypha,57139,12,1,1,1
Olea europaea,57140,9,2,2,1
Clarkia rubicunda,57148,9,5,7,1
Epilobium densiflorum,57149,4,3,4,1
Briza maxima,57157,3,11,12,7
Briza minor,57162,2,4,4,4
Bromus sterilis,57163,19,1,1,1
Koeleria macrantha,57183,5,6,7,6
Phalaris aquatica,57188,8,2,2,2
Phleum pratense,57190,1,13,19,13
Polypogon monspeliensis,57197,6,8,12,7
Navarretia heterodoxa,57209,9,2,5,1
Eriogonum latifolium,57211,4,8,13,1
Rumex crispissimus,57217,1,1,1,1
Aquilegia eximia,57230,14,1,1,1
Ranunculus muricatus,57240,1,12,19,8
Rhamnus crocea,57243,4,1,1,1
Horkelia cuneata,57244,3,1,1,1
Physocarpus capitatus,57249,5,1,1,1
Castilleja latifolia,57267,1,2,6,1
Cordylanthus rigidus,57272,9,2,2,1
Veronica americana,57277,3,12,15,5
Ailanthus altissima,57278,7,4,11,3
Parietaria judaica,57281,2,14,19,10
Centranthus ruber,57283,1,20,111,14
Silene virginica,57291,9,8,9,2
Vicia pannonica,57307,6,1,2,1
Vicia lutea,57308,1,1,2,1
Vicia faba,57309,2,4,4,4
Vicia tetrasperma,57310,2,5,5,3
Lathyrus aphaca,57311,4,6,12,3
Vicia villosa,57317,2,13,25,9
Schinus molle,57354,2,3,4,2
Amorpha fruticosa,57356,2,9,11,9
Rhododendron macrophyllum,57360,18,1,1,1
Pulsatilla pratensis,57393,5,3,3,2
Polygonatum multiflorum,57418,2,6,10,5
Linum viscosum,57421,4,4,6,1
Adonis aestivalis,57426,2,6,8,2
Legousia speculum-veneris,57427,7,2,2,1
Teucrium scorodonia,57439,2,9,12,4
Stachys palustris,57457,1,18,103,12
Geum triflorum,57460,2,11,32,3
Ophrys insectifera,57468,4,5,7,4
Cephalanthera longifolia,57470,1,10,11,6
Calystegia sepium,57481,1,20,131,24
Trichophorum alpinum,57491,7,1,1,1
Melampyrum cristatum,57494,2,9,22,7
Melampyrum nemorosum,57500,1,14,31,5
Ononis natrix,57504,5,8,16,3
Prosartes smithii,57506,14,1,1,1
Galanthus woronowii,57511,15,1,2,1
Cynara cardunculus,57563,2,12,30,9
Platanthera bifolia,57629,1,14,50,6
Dactylorhiza fuchsii,57630,2,16,53,7
Viola kitaibeliana,57634,2,4,4,3
Hyacinthoides hispanica,57635,6,2,2,1
Ononis pusilla,57638,4,1,1,1
Geranium purpureum,57643,2,19,66,13
Geranium palustre,57644,1,20,135,7
Iris pumila,57646,6,2,7,1
Euphorbia amygdaloides,57662,18,1,1,1
Cryptantha intermedia,57699,9,1,1,1
Echium candicans,57723,2,10,23,4
Iris tectorum,57732,8,3,3,2
Gilia capitata,57793,2,3,4,2
Oxalis articulata,57805,1,15,38,17
Sambucus racemosa,57824,1,17,39,11
Muscari armeniacum,57847,1,5,8,5
Nuphar lutea,57850,2,18,55,11
Fumaria capreolata,57852,2,16,35,11
Caulanthus inflatus,57853,4,1,1,1
Veronica anagallis-aquatica,57858,1,19,71,22
Utricularia intermedia,57859,4,8,8,5
Rhynchospora alba,57862,5,2,2,2
Oxalis exilis,57865,3,4,8,1
Opuntia basilaris,57872,6,4,5,2
Marina parryi,57874,19,1,1,1
Hesperocallis undulata,57877,1,6,16,1
Amaranthus albus,57893,4,2,2,1
Salsola tragus,57896,8,2,2,2
Salsola kali,57897,6,1,1,1
Asclepias erosa,57907,1,6,6,2
Artemisia dracunculus,57912,1,2,2,2
Baccharis salicifolia,57913,1,9,15,5
Xanthium strumarium,57920,4,6,4,2
Centaurea melitensis,57922,6,8,12,5
Chaenactis glabriuscula,57923,6,5,6,2
Ericameria nauseosa,57934,1,8,10,3
Laennecia coulteri,57937,1,2,2,1
Encelia actoni,57969,18,2,2,1
Erigeron foliosus,57972,6,4,4,1
Gutierrezia californica,57978,15,2,3,1
Gnaphalium palustre,57980,13,1,1,1
Helianthus annuus,57983,1,19,106,24
Heterotheca sessiliflora,57988,8,1,1,1
Isocoma acradenia,57991,1,2,2,2
Layia glandulosa,58003,18,1,1,1
Lepidospartum squamatum,58010,8,2,3,1
Corethrogyne filaginifolia,58014,1,10,17,3
Malacothrix glabrata,58029,1,4,6,2
Senecio flaccidus,58036,3,2,2,1
Stephanomeria exigua,58039,6,1,1,1
Stephanomeria pauciflora,58040,3,2,2,1
Xanthium spinosum,58045,14,2,2,2
Heliotropium curassavicum,58058,1,20,82,19
Descurainia pinnata,58072,14,1,1,1
Descurainia sophia,58074,2,13,37,7
Sisymbrium irio,58085,2,11,57,8
Sisymbrium orientale,58086,2,5,2,2
Stanleya pinnata,58087,1,2,2,1
Lonicera subspicata,58100,5,4,4,1
Atriplex canescens,58113,2,1,1,1
Atriplex lentiformis,58118,15,1,1,1
Chenopodium album,58127,1,10,12,8
Cressa truxillensis,58133,4,2,2,2
Dudleya lanceolata,58137,6,2,4,2
Cucurbita foetidissima,58138,1,8,9,2
Cucurbita palmata,58139,14,1,1,1
Euphorbia polycarpa,58144,10,1,1,1
Astragalus douglasii,58147,4,1,2,1
Trifolium albopurpureum,58162,3,2,3,1
Trifolium depauperatum,58164,8,2,6,1
Trifolium gracilentum,58165,18,1,1,1
Trifolium fragiferum,58167,1,18,49,17
Frankenia salina,58168,1,4,6,3
Emmenanthe penduliflora,58173,17,2,3,1
Phacelia affinis,58179,3,1,1,1
Phacelia cryptantha,58181,8,1,1,1
Phacelia tanacetifolia,58185,3,15,23,11
Mentha arvensis,58188,1,12,24,7
Monardella breweri,58189,4,2,2,1
Salvia carduacea,58190,13,2,17,1
Malva parviflora,58202,1,10,31,3
Malvella leprosa,58203,4,7,11,3
Eucalyptus polyanthemos,58207,1,1,1,1
Eucalyptus tereticornis,58208,1,6,7,3
Mirabilis multiflora,58210,10,1,1,1
Oenothera deltoides,58222,10,1,1,1
Paeonia californica,58223,7,6,9,1
Dendromecon rigida,58224,3,4,4,2
Plantago ovata,58230,7,3,5,2
Eriastrum densifolium,58232,2,5,8,2
Eriastrum diffusum,58235,19,1,1,1
Eriastrum eremicum,58236,3,1,1,1
Navarretia atractyloides,58251,7,1,1,1
Loeseliastrum matthewsii,58254,17,1,1,1
Eriogonum elongatum,58271,20,1,1,1
Eriogonum heermannii,58276,17,1,1,1
Eriogonum maculatum,58277,3,2,2,2
Eriogonum roseum,58280,7,1,1,1
Androsace elongata,58297,4,2,3,2
Punica granatum,58300,1,13,17,14
Delphinium parryi,58303,10,1,2,1
Myosurus minimus,58306,19,1,1,1
Prunus fasciculata,58309,11,1,1,1
Koelreuteria paniculata,58320,1,9,14,7
Datura wrightii,58331,1,18,50,3
Nicotiana glauca,58334,1,20,340,28
Bolboschoenus maritimus,58345,5,4,4,4
Juncus balticus,58347,4,2,1,1
Allium fimbriatum,58353,3,1,1,1
Allium peninsulare,58356,20,1,2,1
Bloomeria crocea,58357,4,7,8,2
Calochortus clavatus,58359,5,2,2,1
Calochortus splendens,58361,2,15,94,1
Hesperoyucca whipplei,58362,3,10,13,2
Bromus tectorum,58369,5,4,4,2
Cynodon dactylon,58371,1,9,12,9
Distichlis spicata,58372,1,18,48,12
Lamarckia aurea,58379,2,1,2,2
Poa bulbosa,58382,3,4,6,2
Schismus barbatus,58386,13,2,2,2
Sorghum halepense,58387,1,10,14,4
Sorghum bicolor,58389,7,2,2,2
Typha domingensis,58392,4,5,6,6
Krameria erecta,58455,1,9,34,2
Berberis thunbergii,58727,6,3,3,3
Toxicodendron rydbergii,58729,5,4,7,5
Toxicodendron radicans,58732,1,3,3,3
Malus prunifolia,58735,19,1,2,1
Cornus amomum,58749,8,1,1,1
Amaranthus blitoides,58774,4,1,1,1
Amaranthus retroflexus,58776,3,7,9,7
Streptanthus glandulosus,58784,7,1,1,1
Apium graveolens,58788,1,4,5,4
Berula erecta,58790,15,2,2,2
Hydrocotyle umbellata,58792,3,14,28,5
Apocynum cannabinum,58795,2,9,12,3
Asclepias eriocarpa,58796,4,4,8,1
Brickellia californica,58803,2,3,3,2
Centromadia fitchii,58804,15,1,1,1
Centromadia parryi,58809,1,3,3,2
Cotula coronopifolia,58812,1,19,40,10
Deinandra fasciculata,58819,1,12,21,2
Dittrichia graveolens,58822,2,7,16,7
Euthamia occidentalis,58826,4,4,4,2
Pseudognaphalium biolettii,58829,4,5,5,2
Heterotheca grandiflora,58831,1,11,16,4
Senecio californicus,58848,18,1,1,1
Polycarpon tetraphyllum,58876,5,3,4,3
Arctostaphylos pungens,58892,4,7,11,3
Euphorbia maculata,58893,2,18,36,15
Glycyrrhiza lepidota,58896,1,9,14,3
Lupinus concinnus,58901,19,2,2,1
Lupinus hirsutissimus,58902,3,2,2,1
Lupinus truncatus,58906,13,4,5,1
Melilotus albus,58907,1,20,240,34
Trifolium microcephalum,58911,13,1,1,1
Trifolium obtusiflorum,58912,12,2,2,2
Geranium carolinianum,58917,1,16,38,9
Phacelia brachyloba,58922,4,2,2,1
Phacelia malvifolia,58923,8,1,1,1
Trichostema lanatum,58931,8,4,4,1
Mentzelia micrantha,58933,4,1,1,1
Lythrum hyssopifolia,58934,2,8,9,7
Clarkia epilobioides,58945,10,4,4,1
Argemone munita,58950,1,2,2,1
Ehrendorferia chrysantha,58952,2,5,7,2
Papaver californicum,58958,7,1,1,1
Plantago coronopus,58960,1,12,14,8
Plantago major,58961,1,20,63,24
Leptosiphon parviflorus,58965,9,2,2,1
Navarretia hamata,58968,2,4,6,1
Eriogonum saxatile,58984,1,4,5,2
Montia fontana,58990,10,1,1,1
Portulaca oleracea,58991,1,20,82,41
Clematis ligusticifolia,58996,20,1,1,1
Galium humifusum,59007,2,8,13,3
Collinsia parviflora,59013,3,4,4,3
Limosella aquatica,59016,1,5,7,5
Verbascum blattaria,59028,1,12,14,6
Verbascum thapsus,59029,1,20,121,22
Nicotiana attenuata,59034,17,2,2,2
Solanum americanum,59035,1,18,68,23
Phyla nodiflora,59040,1,20,139,27
Phyla lanceolata,59042,1,11,18,3
Cyperus difformis,59051,3,3,3,2
Cyperus eragrostis,59055,1,8,12,9
Cyperus squarrosus,59061,9,2,2,1
Scirpus microcarpus,59068,5,4,3,2
Hypolytrum pulchrum,59071,8,2,2,1
Schoenoplectus pungens,59072,17,1,1,1
Toxicoscordion venenosum,59087,7,2,2,2
Festuca occidentalis,59091,16,1,1,1
Potamogeton nodosus,59108,1,5,5,3
Eleocharis acuta,59206,2,1,1,1
Eriogonum wrightii,59243,2,1,1,1
Allium schoenoprasum,59254,2,16,30,17
Ajuga chamaepitys,59259,3,10,12,3
Calendula arvensis,59260,1,16,86,6
Lotus ornithopodioides,59262,10,1,1,1
Lathyrus cicera,59264,8,3,6,3
Cerinthe major,59265,5,1,1,1
Anemone hortensis,59267,5,2,2,1
Coronilla scorpioides,59268,10,3,4,3
Misopates orontium,59270,1,12,18,9
Potentilla micrantha,59272,15,1,1,1
Cyclamen repandum,59293,5,1,1,1
Ranunculus sceleratus,59301,1,20,49,21
Anacamptis laxiflora,59317,2,3,3,2
Anacamptis morio,59318,1,7,9,5
Anacamptis papilionacea,59320,2,7,9,5
Orchis purpurea,59321,2,10,22,5
Orchis anthropophora,59322,1,7,10,1
Ophrys tenthredinifera,59335,4,3,4,1
Ophrys lutea,59339,2,7,8,1
Urospermum dalechampii,59343,1,2,2,1
Urospermum picroides,59361,1,11,52,7
Aristolochia lutea,59398,2,1,1,1
Trifolium stellatum,59417,2,6,10,4
Calochortus amabilis,59446,3,1,1,1
Eremalche rotundifolia,59454,1,4,8,2
Eriogonum inflatum,59459,13,4,5,2
Erythronium oregonum,59520,12,1,1,1
Xerophyllum tenax,59524,1,9,16,2
Lupinus polyphyllus,59549,1,20,74,17
Trollius europaeus,59552,1,18,52,9
Ipomoea tricolor,59561,7,3,3,2
Arctium minus,59570,4,13,18,9
Lilium parvum,59584,3,9,14,2
Astragalus palmeri,59621,18,1,2,1
Erigeron divergens,59752,9,3,3,2
Axonopus fissifolius,59769,10,2,2,2
Mertensia virginica,59771,1,12,20,2
Lonicera morrowii,59773,9,2,5,2
Pastinaca sativa,59778,1,18,56,14
Plantago media,59779,1,15,49,10
Pedicularis groenlandica,59780,1,16,55,4
Orobanche crenata,59810,12,1,1,1
Melissa officinalis,59901,13,4,6,5
Glebionis coronaria,59904,1,16,26,7
Lithospermum incisum,59924,2,3,6,2
Epacris impressa,59926,1,18,92,2
Trachystemon orientalis,59933,5,3,4,1
Nemophila maculata,59936,18,1,1,1
Romulea columnae,59938,5,2,2,1
Romulea bulbocodium,59940,1,4,4,3
Libertia chilensis,59941,2,10,20,1
Iris sibirica,59943,3,5,8,4
Gladiolus communis,59946,19,1,1,1
Chasmanthe bicolor,59948,13,1,1,1
Delphinium hesperium,59977,7,1,2,1
Sambucus ebulus,59979,2,16,33,5
Phacelia hastata,59982,5,4,5,2
Conopholis alpina,59983,2,11,16,2
Monotropa hypopitys,59986,1,17,41,12
Comandra umbellata,59991,2,9,15,5
Dianthus acicularis,59999,4,8,21,2
Dianthus barbatus,60015,2,9,18,8
Petrorhagia saxifraga,60017,1,3,3,1
Petrorhagia prolifera,60020,2,2,2,2
Orobanche gracilis,60027,6,2,2,1
Orobanche minor,60029,1,18,22,10
Melampyrum pratense,60076,1,15,49,6
Lathraea clandestina,60082,13,1,1,1
Rhinanthus glacialis,60083,5,1,1,1
Oscularia deltoides,60102,12,3,4,1
Drosanthemum floribundum,60107,4,6,5,2
Carpobrotus glaucescens,60109,2,6,7,2
Sesuvium verrucosum,60112,1,9,13,5
Hydrocotyle verticillata,60121,2,8,12,8
Cicuta maculata,60125,2,8,10,5
Oenanthe sarmentosa,60127,7,2,2,2
Ambrosia psilostachya,60129,1,2,2,1
Cirsium arvense,60132,1,20,190,26
Pluchea odorata,60146,1,5,10,4
Soliva sessilis,60150,8,1,1,1
Lepidium latifolium,60153,1,16,22,9
Downingia bella,60160,9,1,1,1
Downingia cuspidata,60163,13,1,1,1
Atriplex patula,60175,16,1,2,1
Atriplex prostrata,60176,1,3,4,4
Hoita macrostachya,60186,4,1,2,1
Trifolium ciliolatum,60197,3,3,3,2
Trifolium subterraneum,60201,2,7,7,6
Myriophyllum aquaticum,60202,15,2,2,2
Geranium pusillum,60204,1,17,48,10
Lycopus americanus,60206,7,6,7,2
Ammannia coccinea,60210,5,3,4,2
Lythrum californicum,60212,14,2,3,1
Abutilon theophrasti,60214,1,14,22,7
Ludwigia peploides,60220,1,17,30,13
Ludwigia palustris,60221,6,2,2,2
Navarretia intertexta,60225,5,1,1,1
Rumex pulcher,60232,19,1,1,1
Samolus parviflorus,60234,9,3,3,2
Anemopsis californica,60241,2,8,20,2
Limosella australis,60248,1,8,10,2
Verbena hastata,60251,1,20,97,4
Alisma plantago-aquatica,60253,1,17,39,10
Triglochin maritima,60264,2,9,12,9
Asparagus officinalis,60265,2,7,8,7
Aegilops triuncialis,60272,3,1,1,1
Bromus catharticus,60276,3,6,10,6
Echinochloa crus-galli,60283,3,5,5,4
Elymus repens,60284,2,9,13,6
Hordeum jubatum,60287,1,12,14,8
Paspalum dilatatum,60295,1,11,15,9
Paspalum distichum,60297,15,2,2,1
Cenchrus clandestinus,60298,9,3,3,2
Poa pratensis,60307,3,8,7,6
Setaria sphacelata,60312,5,4,6,3
Sporobolus airoides,60313,17,1,1,1
Typha angustifolia,60316,2,3,3,3
Veronica peregrina,60317,10,4,9,4
Rhizophora mangle,60335,4,10,11,4
Artemisia absinthium,60350,1,12,18,6
Geranium yeoi,60360,5,3,3,3
Geranium nodosum,60362,6,9,17,2
Geranium asphodeloides,60363,2,1,1,1
Rhododendron ponticum,60364,3,4,6,4
Pyrola americana,60367,8,1,1,1
Pyrola rotundifolia,60374,5,8,12,5
Moneses uniflora,60376,1,19,60,14
Gentianella amarella,60389,2,8,8,4
Caesalpinia pulcherrima,60439,1,20,103,22
Metrosideros polymorpha,60447,2,19,34,2
Purshia mexicana,60455,12,1,1,1
Calla palustris,60460,2,11,24,11
Butomus umbellatus,60462,1,19,73,12
Stratiotes aloides,60467,7,6,6,4
Armeria maritima,60476,1,20,95,10
Castilleja rubicundula,60480,9,1,1,1
Pulsatilla occidentalis,60482,2,12,17,4
Castilleja arachnoidea,60484,11,1,2,1
Calochortus nudus,60485,2,6,12,1
Hastingsia alba,60488,2,1,1,1
Linum lewisii,60490,2,14,22,5
Linum perenne,60491,8,2,2,1
Erythronium grandiflorum,60496,1,18,44,4
Veratrum californicum,60500,7,4,4,2
Erythronium montanum,60505,4,6,6,1
Penstemon rostriflorus,60511,2,7,11,2
Castilleja nana,60514,19,1,1,1
Aconitum columbianum,60522,2,14,46,2
Silene lemmonii,60523,4,1,1,1
Rhododendron occidentale,60527,2,4,5,2
Cassiope mertensiana,60530,1,16,51,3
Pedicularis attollens,60532,19,1,1,1
Castilleja lemmonii,60533,17,2,2,1
Hosackia oblongifolia,60534,2,1,1,1
Yucca glauca,60541,9,1,1,1
Dicentra uniflora,60548,12,1,1,1
Calochortus minimus,60549,19,1,1,1
Sisyrinchium californicum,60550,1,1,1,1
Silene verecunda,60581,1,3,3,3
Petrorhagia dubia,60602,1,8,9,5
Sassafras tzumu,60732,17,2,3,2
Polygonum paronychia,60734,7,1,1,1
Saururus cernuus,60742,1,11,13,3
Albizia chinensis,60831,9,1,1,1
Albizia lebbeck,60832,1,12,15,11
Albizia kalkora,60833,14,1,2,1
Neotinea ustulata,60837,2,7,8,3
Wyethia mollis,60843,13,2,2,2
Ivesia santolinoides,60844,11,1,1,1
Ericameria discoidea,60845,4,1,1,1
Sedum obtusatum,60847,11,1,1,1
Meconopsis bella,60869,8,2,2,1
Meconopsis aculeata,60870,3,5,3,1
Ipomoea pes-caprae,60879,1,20,239,31
Calystegia soldanella,60880,1,16,27,10
Lonicera involucrata,60881,3,14,28,4
Erinus alpinus,60884,1,14,26,3
Dactylorhiza sambucina,60885,2,8,14,3
Chaenorhinum origanifolium,60887,15,2,2,2
Viola lutea,60898,2,10,16,2
Asclepias viridis,60946,3,10,15,1
Hydrocotyle ranunculoides,60951,13,1,1,1
Artemisia pycnocephala,60952,7,2,2,1
Ericameria ericoides,60955,4,2,2,1
Eriophyllum staechadifolium,60963,1,4,4,1
Jaumea carnosa,60969,1,4,4,1
Leontodon saxatilis,60973,1,14,19,8
Solidago spathulata,60978,8,1,1,1
Senecio minimus,60980,4,10,13,5
Senecio glomeratus,60981,6,11,9,6
Cakile maritima,60982,1,19,84,17
Lepidium didymum,60987,4,5,5,3
Carex obnupta,61000,7,2,2,1
Lathyrus littoralis,61005,13,1,1,1
Lathyrus hirsutus,61006,3,6,6,3
Lathyrus latifolius,61009,1,15,32,11
Lupinus arboreus,61010,1,13,17,3
Lupinus chamissonis,61011,12,1,1,1
Medicago arabica,61012,1,5,7,4
Trifolium glomeratum,61021,2,4,4,3
Trifolium tomentosum,61024,2,3,3,3
Centaurium tenuiflorum,61027,7,7,10,5
Hypericum anagalloides,61032,2,5,5,3
Myriophyllum sibiricum,61034,9,3,4,1
Malva nicaeensis,61043,1,4,7,4
Clarkia amoena,61048,8,2,2,1
Festuca rubra,61061,2,6,7,2
Leymus mollis,61067,1,8,11,2
Lagurus ovatus,61068,2,10,16,8
Rumex occidentalis,61086,13,1,1,1
Salix sitchensis,61100,6,4,4,2
Veronica scutellata,61112,2,14,21,6
Sparganium erectum,61116,3,4,4,4
Ilex verticillata,61119,2,2,3,2
Veronica wormskjoldii,61145,2,10,34,5
Sedum divergens,61155,4,7,9,1
Alisma triviale,61167,1,4,5,2
Arum italicum,61168,2,6,9,4
Festuca idahoensis,61200,5,1,1,1
Microsteris gracilis,61210,3,5,5,3
Malus sylvestris,61223,19,1,1,1
Acaena pinnatifida,61230,5,3,2,2
Lilium philadelphicum,61253,2,16,79,5
Lactuca perennis,61297,5,2,2,2
Doronicum austriacum,61304,14,1,1,1
Daphne cneorum,61310,15,1,1,1
