image_id,file_name,image_sha256,detector_predictions,retained_instances,flip_detector_predictions,flip_retained_instances,true_positive,false_positive,false_negative,mask_pixels,mask_pixels_inside_reference_box_union,image_mask_pixels_inside_reference_box_union,background_pixels,flip_background_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,source_annotation_boxes,reference_boxes,source_not_evaluable_boxes,small_reference_boxes,medium_reference_boxes,large_reference_boxes,small_hit_boxes,medium_hit_boxes,large_hit_boxes,background_features_available,estimator_admitted,failure_reasons
324,000491.jpg,04c06d295a7a66561d55695e03d2728841af8efa2fbd6119d51a61a898e76288,39,39,38,38,34,5,1,205106,200053,0.9753639581484695,318236,323750,0.9644664960268948,0.17360886351581217,35,35,0,29,6,0,28,6,0,True,True,
325,000488.jpg,477b04acb067028ab6ee21d572b4098b7d51ec43d12cf5e1adc02bdfc1a439ce,1,1,1,1,0,1,1,5528,0,0.0,9046,8355,0.9661801352794589,0.5515914474213116,1,1,0,1,0,0,0,0,0,True,True,
326,000487.jpg,144cd15ed267392d4677988fd47728604763143b2c1b5da931b3e42d66f31dcb,1,1,1,1,1,0,3,23056,23044,0.9994795281054824,32268,33720,0.9671738758762182,0.16007691979730107,4,4,0,3,1,0,0,1,0,True,True,
327,000486.jpg,b05e2fe3d604f0d6c9628bb36751c9499c1c60f6f8110a62ee3be7d2571f9beb,6,6,6,6,6,0,0,26237,25295,0.9640965049357777,41652,42698,0.9516291568693316,0.11454496739359021,6,6,0,6,0,0,6,0,0,True,True,
328,000484.jpg,37af24ba74eaa7f8aacd1fdf1fd418d69b704471c2290b8c36dd2d064eb5250d,2,2,2,2,2,0,0,7618,6940,0.9110002625360987,16002,13876,0.9107282693813625,1.4388870204287376,2,2,0,2,0,0,2,0,0,True,True,
329,000483.jpg,4d19df0545e2fbe8d820404dcdc1d4af527d017d7e49c93197b9d2536d8cdf93,25,25,25,25,18,7,8,16404,13629,0.8308339429407462,27025,27068,0.8981702004066221,0.7390712121432224,26,26,0,25,1,0,17,1,0,True,True,
330,000481.jpg,cc164fc2e12a8189b9d1ddff72a121e022afb3da2e859dd95be053f252ba52d7,82,82,87,87,65,17,4,45378,39880,0.8788399665035921,78731,79816,0.8479727033282783,0.5914888985737444,69,69,0,69,0,0,65,0,0,True,True,
331,000478.jpg,08676b792a12a6c210932aa6ea391685132cb13ef65f1987902f63608e875533,21,21,22,22,14,7,3,17620,12753,0.7237797956867197,29033,30896,0.5806862615878037,3.064576802879639,17,17,0,17,0,0,14,0,0,True,True,
332,000476.jpg,2887bfa697d13206c5fa484be4c4c9e0dce205bd1dd1b23dfa84b1ebb80976c2,11,11,13,13,8,3,5,8822,8334,0.9446837451824983,15881,34402,0.48770220698779243,4.114419547805375,13,13,0,12,1,0,8,0,0,True,False,horizontal_flip_mask_instability
333,000475.jpg,fcef7f6a0edf9ac01fb0c3697e12300cbcf5d89f342a74c35f468d6246230463,53,53,52,52,33,20,7,433411,415669,0.9590642600210886,542009,539821,0.8837986914682148,0.6331337716567721,40,40,0,20,20,0,13,20,0,True,True,
334,000472.jpg,c98f9aa33ce15dcb420c72753c6c6eae66f944e73cef1e4d9bd79bbe1ca52041,39,39,39,39,26,13,8,204539,185003,0.9044876527214859,372615,353596,0.9251642146145129,0.11674059917774197,34,34,0,23,11,0,15,11,0,True,True,
335,000469.jpg,af89628d1bcf3d92338fd2ffa4bb0b51e9fc1e2afa954cf2482165237cf7aedb,40,40,43,43,39,1,0,36939,35359,0.9572267792847667,60497,60709,0.9502322144817394,0.16353212354816254,39,39,0,39,0,0,39,0,0,True,True,
336,000468.jpg,cebde9e9228d6ad5a710cb4c840df584798dbe94129421e344213a29a4f1078e,73,73,73,73,60,13,0,77879,54281,0.6969914867936158,129710,96039,0.7200667862222497,13.36494003041536,60,60,0,60,0,0,60,0,0,True,False,horizontal_flip_colour_instability
337,000465.jpg,e1b4661fb8550b47a22c89ae090b72cd8390a27a103abc55459d76682b308c67,2,2,2,2,2,0,3,7035,7035,1.0,16171,15955,0.9663959675161019,0.3417777394354615,5,5,0,4,1,0,1,1,0,True,True,
338,000464.jpg,179290b169599a2125db9d9c6f6a7d9c580c4a45f963ec6ddd10f231601d865e,4,4,2,2,3,1,1,6889,4723,0.6855857163594136,16322,16577,0.4552754851661834,3.539037622809788,4,4,0,3,1,0,2,1,0,True,False,horizontal_flip_mask_instability
339,000463.jpg,5339e8b83050312769087d33eaf39b5fe6e6c3ce96c9be2e8d2eb862e0be70d3,1,1,1,1,1,0,0,2131,2095,0.9831065227592679,3828,4000,0.9497982967279247,0.9408291299843128,1,1,0,1,0,0,1,0,0,True,True,
340,000462.jpg,9f9dee3e173d1e6c1da3a15703a3b73045481b2f84b3b29d81112085c7920c57,15,15,15,15,13,2,0,82857,82330,0.9936396442062831,161859,155931,0.9479580645541705,0.18936807218997165,13,13,0,7,6,0,7,6,0,True,True,
341,000461.jpg,a6aba7f2d233a5b0afbd5e05764e2c1bda16476f81cfc92bf9701e8640bf7caf,13,13,18,18,12,1,1,119506,117962,0.9870801466035178,188772,199075,0.8894826897419855,1.050537214064361,13,13,0,8,5,0,7,5,0,True,True,
342,000457.jpg,8f1b26d0559d7b22a939fd9c514333b3904eef13b9dfe36a03c1d25f2a3f16b1,5,5,8,8,3,2,2,9272,6901,0.744283865401208,14548,25962,0.6071236559139785,6.641993599396043,5,5,0,5,0,0,3,0,0,True,False,horizontal_flip_colour_instability
343,000455.jpg,d2ad77cc0986a460e2cf14fda325543a9ce5ea84edefcac2e676d9926d1fad54,2,2,3,3,2,0,1,2094,2002,0.956064947468959,3088,4296,0.6803170409511229,0.8895315330013673,3,3,0,3,0,0,2,0,0,True,True,
344,000453.jpg,cbe1737f7b0edd7d6de82f862a26eabe68dcb228fec9057e06275537ff3aea6e,7,7,5,5,5,2,2,36460,34847,0.9557597366977509,64997,63213,0.9314226949202998,1.5550361465596378,7,7,0,3,3,1,2,2,1,True,True,
345,000451.jpg,729b5f9fbd40b9d7b9b0ec691fb21212ce280f0a5fb7a4d6e56e3ac43c091529,6,6,5,5,5,1,0,34199,32571,0.9523962688967513,71872,67021,0.930807818716485,1.0293266908003256,5,5,0,3,2,0,3,2,0,True,True,
346,000449.jpg,c223ba3ef4cbd99a52b0e9980b280dfb9cf9665d30cc7f704c9da91520592848,2,2,2,2,2,0,0,2853,2840,0.9954433929197336,4981,4875,0.9759036144578314,0.3869954932671836,2,2,0,2,0,0,2,0,0,True,True,
347,000448.jpg,5b558bb9322c6c7f6e735954b2a8c401b1c5827dc79bacd38f119c88f7ee0bfa,2,2,2,2,1,1,0,1486,582,0.3916554508748318,2546,2501,0.9628893306825712,0.5749774994789245,1,1,0,1,0,0,1,0,0,True,True,
348,000447.jpg,87e7903ce48737d63e6142d7a109347150d447944cd24a45e1aada58720346c6,8,8,9,9,6,2,0,18493,7054,0.3814416265614016,37961,39718,0.7564863189586469,1.0232805142798822,6,6,0,6,0,0,6,0,0,True,True,
349,000445.jpg,00c27f4e79e72a4fafde0a278241a1d8f86fe263fb72c6be9584e44ab34b944e,11,11,10,10,10,1,0,12787,10770,0.8422616720106358,22061,19529,0.83051492992078,3.365951601136673,10,10,0,10,0,0,10,0,0,True,True,
350,000444.jpg,581a7f8d7a31335f9002c55b38272ef70571b345ec0468155bdb95d9486030e8,1,1,1,1,1,0,1,752,718,0.9547872340425532,1170,1198,0.954367666232073,0.2740990605593191,3,2,1,2,0,0,1,0,0,True,True,
351,000441.jpg,3bb2a9b30930bbc024d09d8a199e0b51bbbe27476503d575fabfac92b50a9e55,12,12,14,14,10,2,4,11690,10967,0.9381522668947818,23672,25696,0.9056603773584906,0.7118992694617402,14,14,0,13,1,0,9,1,0,True,True,
352,000440.jpg,c2eac837b9e4a3a7a7d0c1bb256e0ed41398776ea31fd45a222646bd920d655d,2,2,2,2,2,0,0,10438,10298,0.986587468863767,20357,20147,0.9710034338038916,0.6256234953704634,2,2,0,2,0,0,2,0,0,True,True,
353,000439.jpg,f8f62736aaac9cbbfed952fce446e920101eeb3dca741b7050e0bf5cbf9b12a5,1,1,1,1,1,0,0,3978,3848,0.9673202614379085,6926,7421,0.9668130795510005,0.8528941634438063,1,1,0,1,0,0,1,0,0,True,True,
354,000438.jpg,0e78110ada24c481acfb62154f269f4370a10bbe34b8d61d54552c38dade7abb,2,2,2,2,1,1,0,901,580,0.6437291897891232,1175,1270,0.9477611940298507,0.7209181135795604,1,1,0,1,0,0,1,0,0,True,True,
355,000436.jpg,40f232218886e1eba55ed036776338a9832be0fb1670b908cc102392ca4a4755,2,2,2,2,1,1,0,2137,1869,0.8745905474964905,3601,3837,0.9383908045977012,1.1340688587324577,1,1,0,1,0,0,1,0,0,True,True,
356,000434.jpg,e7c953ffe30bafd84db15760fa55194d3e8afcd1b0424db83908468881d44735,11,11,11,11,9,2,3,9627,7262,0.7543367611924795,17756,18199,0.7724815282032799,0.37967230508947464,12,12,0,12,0,0,9,0,0,True,True,
357,000433.jpg,7c91bbce1d19bc37df6e7f9c8bc0f3f560c892819151b0994653c611d33ecd5b,24,24,24,24,17,7,5,15852,11432,0.7211708301791572,26903,27830,0.7435953104646114,1.3288362893980707,22,22,0,22,0,0,17,0,0,True,True,
358,000431.jpg,62bd875fb388e7758c824e6d08e2a36f6f92ca1562415a2c331e7e1f8b9811b8,5,5,4,4,4,1,1,3130,3020,0.9648562300319489,5432,5089,0.902954898911353,0.9294264093016089,5,5,0,5,0,0,4,0,0,True,True,
359,000074.jpg,8e0c9f7acb4015a286fad230ab9beeab059a1b539eda8d6fa70270d18d7383ad,100,100,92,92,69,31,3,164036,150048,0.9147260357482504,322448,310584,0.8950159066808059,0.7066531821312658,72,72,0,71,1,0,69,0,0,True,True,
360,000073.jpg,e7f6044e6bda5f4e6203d889f94aa8f26fd2fb820e385347b14a0042d3a0425a,106,106,105,105,83,23,5,193895,177541,0.9156553804894402,357811,354541,0.8790869504007457,0.5122069066657623,88,88,0,88,0,0,83,0,0,True,True,
361,000072.jpg,a390577a68b545c20829e61579f48f49e0baa4ae447d0d5f8f599c1adf79bcd0,40,40,41,41,36,4,5,258322,254749,0.9861684254535038,529625,546146,0.9530362232667007,0.0842437024653999,41,41,0,27,14,0,22,14,0,True,True,
362,000069.jpg,6b8209de1f190ba3289b1d66663b9dbc5506bbb24159209402ec9c8a029d461f,61,61,60,60,41,20,13,376974,339920,0.9017067490065628,662571,663707,0.8644953719988094,0.2465686833124106,54,54,0,42,12,0,30,11,0,True,True,
363,000066.jpg,fbf3434a248cd4153a7aadcc6b7a2c2b4cf7c4871fee18664d36c5e21f7ab317,21,21,18,18,20,1,1,122023,120609,0.9884120206846251,241398,233067,0.9138091349380251,2.229490720833972,21,21,0,15,6,0,14,6,0,True,True,
364,000065.jpg,c8f9791b76e853d3998dc335f0c68792f54c9cb503b4f95e328c5d345e364f89,42,42,36,36,35,7,7,65524,60793,0.9277974482632317,113918,105850,0.8564218181818182,1.1615699166598072,42,42,0,42,0,0,35,0,0,True,True,
365,000064.jpg,b6bfd359ba6ee7cb7b554dbe90fc9bc213440be50a97e85b04be4c25f1b40d0e,54,54,49,49,47,7,3,413642,399314,0.9653613511200507,706690,694343,0.9550816588612158,0.39758254045839037,50,50,0,38,12,0,35,12,0,True,True,
366,000063.jpg,2cf3ca691e587e8e9c1dd907e11f63f5a93531d53501bdf32cacd46e4597c32d,23,23,24,24,21,2,1,205136,199546,0.9727497855081507,345115,353454,0.965645572764884,0.04995749774967728,22,22,0,14,8,0,13,8,0,True,True,
367,000060.jpg,2423ccfeefae959c63567f84b8d93765cfb71fd77d99fcbad571c25ec74d2373,39,39,37,37,33,6,4,501677,486186,0.9691215662667414,935698,920050,0.8761975028808525,0.6465556602220022,37,37,0,15,22,0,13,20,0,True,True,
368,000057.jpg,d5966ffd06954f4861f2b5d93ee8abd75cb2d3e52430962717f67e03be26810c,34,34,31,31,27,7,2,395402,378126,0.956307757674468,600823,580772,0.9500455834051428,1.2156811580844533,29,29,0,17,12,0,15,12,0,True,True,
369,000054.jpg,c79655e4638e789968a9db4bdfeeba7b46db5eea6f4782620be55c53717cde1a,29,29,22,22,14,15,2,981095,951385,0.969717509517427,589405,698178,0.8949965519123243,0.5319124214646865,16,16,0,0,7,9,0,6,8,True,True,
370,000053.jpg,9adf69f7daf2df275a7ee45d7d08baabb49f618df99edfc3ae08e47c05759e2e,23,23,21,21,18,5,0,963976,961383,0.9973100990066143,677391,647892,0.9583866443021473,0.15019991707493657,18,18,0,1,10,7,1,10,7,True,True,
371,000050.jpg,a6adb0ffda8cbbfd70c2ce737f7c82423cb29ab4e4161f1a9a3546185cda8c77,27,27,28,28,21,6,2,710957,684995,0.9634830235865179,600096,597545,0.9450239938924637,0.3557973211511118,23,23,0,5,15,3,3,15,3,True,True,
372,000049.jpg,b3926f7ff4fec2b61c10bae1a431b5e93461f6a7715a0cd44db6783f697cd731,27,27,29,29,25,2,3,692224,662717,0.9573736247226331,548634,555323,0.9556819853565245,0.2627896551415173,28,28,0,5,22,1,2,22,1,True,True,
373,000048.jpg,6f93d99e23dbe15d2eedc735134395573baf8c53cd82e9e0f1981580e429df7d,10,10,16,16,10,0,4,152522,150956,0.9897326287355267,301162,296877,0.5673769994455429,2.7805645530448486,14,14,0,8,6,0,4,6,0,True,True,
374,000045.jpg,15c4cef87c4bd08dba38585e096e7cf35ebd31b3d3c409a040b788d036fbb768,13,13,12,12,11,2,3,200966,194709,0.9688653802135685,403215,395998,0.8993400459351287,0.9620475400802225,14,14,0,6,8,0,4,7,0,True,True,
375,000044.jpg,031a9b6ddd9d3de2fff6e8073f266b33098e74229800f879e6a3b02d7781b158,2,2,2,2,2,0,0,9893,9832,0.9938340240574143,18958,18969,0.9470231100665883,0.07203604191935131,2,2,0,2,0,0,2,0,0,True,True,
376,000043.jpg,a6ba49668f93efdcff27008c9c94f8d0b1b5a4145d471867d22cf309a7fac70a,16,16,18,18,15,1,5,257566,256758,0.9968629399843147,499851,523965,0.9226741135155169,1.8358991772915143,20,20,0,9,11,0,5,10,0,True,True,
377,000039.jpg,6b64fee3542e1866025ef470e3c3a26543a2d5f27d641effc31d0c7b04aa5521,28,28,26,26,21,7,1,360259,357486,0.9923027599588075,642658,634780,0.9486025843974943,0.13800138012846022,22,22,0,7,15,0,6,15,0,True,True,
378,000038.jpg,8169cc21e097b9862c556cbfe2ea2bbaed714db2ce6046516636c0983d70d144,13,13,12,12,10,3,4,239244,235885,0.9859599404791761,342035,345158,0.940034407485251,0.15492325338063914,14,14,0,7,7,0,3,7,0,True,True,
379,000036.jpg,b18da1bf16bff0444490ef166c4fcc440943b35a60b7526f61b14eb9656d6f2d,5,5,4,4,3,2,0,11051,9193,0.8318704189666094,16643,43131,0.20669352339634336,25.53664481954364,3,3,0,3,0,0,3,0,0,True,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability
380,000035.jpg,1de2f7bafdc0827011c4c1221bc01f20f827cb178f22e6183089daeb18a6c424,4,4,6,6,3,1,0,12324,11668,0.94677052904901,19900,24483,0.800438450807148,7.841919044954159,3,3,0,3,0,0,3,0,0,True,False,horizontal_flip_colour_instability
381,000033.jpg,f6fb51aabf871eecf3a32705382e50e52ec2b662cd836283b2177b3daa9d15c6,9,9,10,10,4,5,0,33645,20264,0.6022886015752712,57601,57516,0.7908085330524098,4.904124236612094,4,4,0,3,1,0,3,1,0,True,True,
382,000032.jpg,2604ce5b3ef48f238baeeb56b4fcdf4e42e2d0050f12bd95edb1b7082f29e365,2,2,2,2,2,0,0,46917,46783,0.9971438924057378,148733,146876,0.9617088607594937,0.48704898437285066,2,2,0,0,2,0,0,2,0,True,True,
383,000031.jpg,e93b501df26a87589ee8cf6a9c51d63f11f110c8c2749660f3b6936ec3a691a2,2,2,2,2,1,1,1,16653,16653,1.0,52052,53420,0.8508997429305912,3.6678149823925996,2,2,0,1,1,0,0,1,0,True,True,
384,000030.jpg,a2f6bba3ce4779fa56f05a777c76555912d545046728b5b772971aa243c96f8a,4,4,4,4,2,2,1,24069,6254,0.2598363039594499,53830,48282,0.9588671059632464,0.3044535265689552,3,3,0,3,0,0,2,0,0,True,True,
385,000029.jpg,3e3aa6ad0aae1f4e04cb33f7348d8a7e011f31c085378a064294d44dbd2f4f7e,1,1,1,1,1,0,0,13986,13986,1.0,37240,36426,0.9476904041792686,0.7510066990116935,1,1,0,0,1,0,0,1,0,True,True,
386,000028.jpg,244ba532ea392b07a8db5518427c56efe356210ab0ad5804d690fc6f2d6b687f,47,47,46,46,31,16,3,47263,41522,0.8785307746016969,112477,106813,0.8601830523676539,1.014977945291143,34,34,0,33,1,0,30,1,0,True,True,
387,000027.jpg,00d0a9cb4ef5cb352c4abd10c7c1db484a13c132ded03b2fc459d898b2b0c041,7,7,8,8,7,0,0,7636,7169,0.9388423258250392,14655,16128,0.8430345141815696,2.861847444230938,7,7,0,7,0,0,7,0,0,True,True,
388,000025.jpg,4849cfabd863063120d346f7a62c6e084347ae3bed412eadad34e3a86497e7dc,49,49,46,46,33,16,1,78776,70393,0.8935843404082462,165846,157190,0.8901704742554141,2.125596402073771,34,34,0,32,2,0,31,2,0,True,True,
389,000024.jpg,1f64e45e5a68eb189017c2fc492984347b35830fc780c56a63ece4d3b181d66d,51,51,49,49,46,5,2,28848,24933,0.8642886855241264,49168,47236,0.8859901464801773,0.429827913232813,48,48,0,48,0,0,46,0,0,True,True,
390,000023.jpg,daa21596a40a725dd9cf5ad4ab39aa75f9ea5fbf18aa1858f64644dff198ce7d,27,27,24,24,20,7,2,16411,13257,0.8078118335262934,28000,26522,0.8422600172960507,0.5619308910340124,22,22,0,22,0,0,20,0,0,True,True,
391,000019.jpg,c796b75bfe7ca99dd33af2b70710e9bb2ac592994bd82aa0b43ca55e880d1110,9,9,9,9,8,1,2,10701,9951,0.9299130922343706,18757,18582,0.8976205110194047,0.7901377565708727,10,10,0,10,0,0,8,0,0,True,True,
392,000017.jpg,eafbb2f311f2ec8ab2a180af41f5a25fe2b532114ad5b0d726ef4f937a4e6ebb,15,15,13,13,8,7,3,22807,13096,0.5742096724689788,41226,37844,0.8436989247311828,1.7788453491055332,11,11,0,11,0,0,8,0,0,True,True,
393,000016.jpg,bf7d7466364bd855f131a6490a77b0c6bfa11100405b485b8074942d48db0d0f,9,9,11,11,7,2,1,74517,69536,0.9331561925466672,121823,137958,0.8823951923767568,2.3807837533231595,8,8,0,5,3,0,4,3,0,True,True,
394,000013.jpg,286e82cf7d4fd91edaf11288751853d11f2f0823e2d054a7ff7836cf47c345e7,17,17,16,16,16,1,1,180562,178033,0.9859937306853048,284883,279694,0.9560505816676447,0.9069605536290314,17,17,0,10,7,0,9,7,0,True,True,
395,000010.jpg,a4b84781c7badba82291f6d21d2a585706a2011a27bf865b53978048d44a520a,19,19,18,18,15,4,1,36331,29715,0.8178965621645427,74713,71981,0.9019445261721989,2.0431420191065115,16,16,0,16,0,0,15,0,0,True,True,
396,000009.jpg,8b2730642b90a99c17271231ae1b2f7724b9c705f4af0670d4b42e80d6642845,34,34,34,34,25,9,1,56184,46037,0.8193969813470027,105950,102891,0.9073789786101729,0.30286387732311854,26,26,0,26,0,0,25,0,0,True,True,
397,000007.jpg,1c406c16c4f7f9f214911f31a5e52f41dd35df6a5e55b7e93839775b4ba74f2d,24,24,26,26,16,8,2,11694,9797,0.8377800581494783,26204,25478,0.8469498910675382,0.4729029226490375,18,18,0,17,1,0,15,1,0,True,True,
398,000006.jpg,a32d841c2d6e83808e90d4044052687d4f5e9ba2089a908045d90669180fe6f1,17,17,17,17,16,1,0,7917,7835,0.9896425413666793,17120,16719,0.9095943180450222,1.1246532265170672,16,16,0,15,1,0,15,1,0,True,True,
399,000004.jpg,f270a2e376c18e4b764bd12119cfbf7b35a01f9da1789f76fe65cea68d0bbc0e,32,32,29,29,20,12,1,54899,40832,0.7437658245141078,113419,117747,0.8283358073560944,0.8153257599259754,21,21,0,21,0,0,20,0,0,True,True,
400,000002.jpg,62b6c1400cb887aada9b4a02cd3210fc16ace84c8b00c62d4c71394733f7fb81,3,3,4,4,3,0,0,9994,9944,0.9949969981989194,17367,18695,0.8625132368513942,2.0363545949115838,3,3,0,3,0,0,3,0,0,True,True,
